sample_index,absolute_token_position,template_id,template_metadata.prompt_framing,template_metadata.output_format,task,task_metadata.task_family,task_metadata.difficulty,task_metadata.domain,task_metadata.complexity,task_metadata.planning_type,task_metadata.stakes,task_metadata.agency,quantity,quantity_text,base_value,base_unit,unit_variant,number_format,value,value_text,unit,source_folder,time_horizon_months,source_sample_count,PLS1,PLS2,PLS3,reconstruction_residual_rms
490,-1,direct_help,N/A,N/A,create a scalable marketplace platform,software_project,high,software,high,project,high,organization,N/A,N/A,30,months,original,numeric,30,30,months,plain_long,30.0,48,33.84669458387671,-18.399578470883394,2.6105043927947347,0.16744871620453075
754,-1,direct_help,N/A,N/A,create an e-commerce website,software_project,medium,software,medium,project,medium,individual,N/A,N/A,30,months,original,numeric,30,30,months,plain_long,30.0,48,31.00800531300189,-23.887379040102093,-2.1046166182941817,0.14764650967507498
1018,-1,direct_help,N/A,N/A,design an institution for long-term stability and effectiveness,institution_design,high,civilization,high,strategic,high,organization,N/A,N/A,30,months,original,numeric,30,30,months,plain_long,30.0,48,31.60549966151446,-3.5566768323184803,-0.05155828227116266,0.1706028684932187
1458,-1,direct_help,N/A,N/A,develop a long-term personal investment strategy,investment_strategy,high,business,high,strategic,high,individual,N/A,N/A,30,months,original,numeric,30,30,months,plain_long,30.0,48,30.669037173051635,-12.5937434078425,-6.58598769085601,0.15726104075226827
1590,-1,direct_help,N/A,N/A,develop a long-term plan for safely containing hazardous materials,hazard_containment,high,safety,high,risk_management,high,organization,N/A,N/A,30,months,original,numeric,30,30,months,plain_long,30.0,48,33.60922799700114,-6.5781766228762235,-7.096572363364502,0.14635418392890853
1810,-1,direct_help,N/A,N/A,develop a process to preserve an organization's records for future teams,knowledge_archive,medium,knowledge_preservation,medium,systems,high,organization,N/A,N/A,30,months,original,numeric,30,30,months,plain_long,30.0,48,26.744500059379796,-18.178306854133393,-3.023888131721506,0.1544079070352699
2074,-1,direct_help,N/A,N/A,expand a local business to new markets,business_expansion,high,business,high,strategic,high,organization,N/A,N/A,30,months,original,numeric,30,30,months,plain_long,30.0,48,26.48640270116474,-20.314333371980148,-0.2977492009805751,0.14769318318245048
2250,-1,direct_help,N/A,N/A,organize a company-wide knowledge management system,organization_project,high,knowledge_preservation,high,systems,high,organization,N/A,N/A,30,months,original,numeric,30,30,months,plain_long,30.0,48,29.194130552813206,-20.86303927734703,-0.2886818114626991,0.14808811930952662
2470,-1,direct_help,N/A,N/A,organize a wedding for a friend,event_planning,high,personal_lifestyle,high,coordination,medium,multi_agent,N/A,N/A,30,months,original,numeric,30,30,months,plain_long,30.0,48,25.895345134587995,-18.00830881043649,-7.082583556625308,0.1525928329925227
2822,-1,direct_help,N/A,N/A,plan a move to a new city,relocation,medium,personal_lifestyle,medium,logistical,medium,individual,N/A,N/A,30,months,original,numeric,30,30,months,plain_long,30.0,48,26.471943947110223,-19.36500625922195,-4.061138392462973,0.14635813279753582
2998,-1,direct_help,N/A,N/A,plan an international trip,travel_planning,medium,personal_lifestyle,medium,logistical,medium,individual,N/A,N/A,30,months,original,numeric,30,30,months,plain_long,30.0,48,25.935894794997207,-13.110022518779296,-9.727702074010248,0.13591047828496639
3130,-1,direct_help,N/A,N/A,preserve a small folder of important documents,knowledge_archive,low,knowledge_preservation,low,procedural,medium,individual,N/A,N/A,30,months,original,numeric,30,30,months,plain_long,30.0,48,16.640744522617833,-12.41746556287412,-15.356198769163274,0.15604997115887898
3284,-1,direct_help,N/A,N/A,renovate an apartment,home_renovation,medium,personal_lifestyle,medium,logistical,medium,multi_agent,N/A,N/A,30,months,original,numeric,30,30,months,plain_long,30.0,48,25.70013350656675,-23.311207454029635,-4.42907194342483,0.14942014191840775
3592,-1,direct_help,N/A,N/A,train for a marathon,physical_training,medium,personal_lifestyle,medium,training,medium,individual,N/A,N/A,30,months,original,numeric,30,30,months,plain_long,30.0,48,32.666384076462336,-17.96767804421742,-7.362609312769724,0.16335396588925324
3680,-1,direct_help,N/A,N/A,write a novel,creative_writing,high,creative,high,creative,medium,individual,N/A,N/A,30,months,original,numeric,30,30,months,plain_long,30.0,48,26.136661726497184,-16.493995421613548,-4.034692496518078,0.17356409238777323
54,-1,task_available_time,<averaged>,N/A,build proficiency in a new language,skill_learning,medium,personal_lifestyle,medium,learning,medium,individual,N/A,N/A,50,months,original,numeric,50,50,months,nof_conv,50.0,36,25.544643786179275,-13.775214573991986,-16.49091227246023,0.27369681184741534
296,-1,task_available_time,<averaged>,N/A,coordinate a disaster relief effort,emergency_response,high,safety,high,coordination,high,multi_agent,N/A,N/A,50,months,original,numeric,50,50,months,nof_conv,50.0,36,22.158794485833944,18.32860886908867,-6.544039428758255,0.30788901904838667
494,-1,task_available_time,<averaged>,N/A,create a scalable marketplace platform,software_project,high,software,high,project,high,organization,N/A,N/A,50,months,original,numeric,50,50,months,nof_conv,50.0,36,37.865054921800706,0.8192738293729693,-1.6752225459298202,0.2995968463874986
758,-1,task_available_time,<averaged>,N/A,create an e-commerce website,software_project,medium,software,medium,project,medium,individual,N/A,N/A,50,months,original,numeric,50,50,months,nof_conv,50.0,36,29.233838300947898,-1.2120480551918251,-16.479888677491175,0.28917088896099113
1022,-1,task_available_time,<averaged>,N/A,design an institution for long-term stability and effectiveness,institution_design,high,civilization,high,strategic,high,organization,N/A,N/A,50,months,original,numeric,50,50,months,nof_conv,50.0,36,30.025661025348878,23.750349263622915,6.8173332883495465,0.3200816503415896
1462,-1,task_available_time,<averaged>,N/A,develop a long-term personal investment strategy,investment_strategy,high,business,high,strategic,high,individual,N/A,N/A,50,months,original,numeric,50,50,months,nof_conv,50.0,36,45.46892559332772,0.9333219630951959,-7.536484759683145,0.3004104849851875
1594,-1,task_available_time,<averaged>,N/A,develop a long-term plan for safely containing hazardous materials,hazard_containment,high,safety,high,risk_management,high,organization,N/A,N/A,50,months,original,numeric,50,50,months,nof_conv,50.0,36,44.7375979963943,11.78415794868128,2.668723488860525,0.3723313771333185
1814,-1,task_available_time,<averaged>,N/A,develop a process to preserve an organization's records for future teams,knowledge_archive,medium,knowledge_preservation,medium,systems,high,organization,N/A,N/A,50,months,original,numeric,50,50,months,nof_conv,50.0,36,26.379345491495602,8.064127676332257,-8.41756984147077,0.31708986229066405
2078,-1,task_available_time,<averaged>,N/A,expand a local business to new markets,business_expansion,high,business,high,strategic,high,organization,N/A,N/A,50,months,original,numeric,50,50,months,nof_conv,50.0,36,24.58519072440934,-11.934875274436836,7.905860262709281,0.3174715657327739
2254,-1,task_available_time,<averaged>,N/A,organize a company-wide knowledge management system,organization_project,high,knowledge_preservation,high,systems,high,organization,N/A,N/A,50,months,original,numeric,50,50,months,nof_conv,50.0,36,26.041749088287226,0.33899323916383334,-5.837815507862246,0.3057017666539051
2474,-1,task_available_time,<averaged>,N/A,organize a wedding for a friend,event_planning,high,personal_lifestyle,high,coordination,medium,multi_agent,N/A,N/A,50,months,original,numeric,50,50,months,nof_conv,50.0,36,17.966130576583453,14.67883913667751,-20.050846102670608,0.2664842710260729
2826,-1,task_available_time,<averaged>,N/A,plan a move to a new city,relocation,medium,personal_lifestyle,medium,logistical,medium,individual,N/A,N/A,50,months,original,numeric,50,50,months,nof_conv,50.0,36,19.232820405004862,-7.197358607658888,-5.622628047904364,0.28156412420111143
3002,-1,task_available_time,<averaged>,N/A,plan an international trip,travel_planning,medium,personal_lifestyle,medium,logistical,medium,individual,N/A,N/A,50,months,original,numeric,50,50,months,nof_conv,50.0,36,17.958505382355163,22.38181841875235,-35.231297784035114,0.27834989609577276
3134,-1,task_available_time,<averaged>,N/A,preserve a small folder of important documents,knowledge_archive,low,knowledge_preservation,low,procedural,medium,individual,N/A,N/A,50,months,original,numeric,50,50,months,nof_conv,50.0,36,7.5470007083154,11.354179538870499,-28.74433239399825,0.2815840220661699
3288,-1,task_available_time,<averaged>,N/A,renovate an apartment,home_renovation,medium,personal_lifestyle,medium,logistical,medium,multi_agent,N/A,N/A,50,months,original,numeric,50,50,months,nof_conv,50.0,36,18.594739242674283,-7.3960016784109035,-11.100568675738746,0.27662631117217384
3596,-1,task_available_time,<averaged>,N/A,train for a marathon,physical_training,medium,personal_lifestyle,medium,training,medium,individual,N/A,N/A,50,months,original,numeric,50,50,months,nof_conv,50.0,36,32.181319834504826,-9.36721799462888,-21.249652374174886,0.2711194745326558
3684,-1,task_available_time,<averaged>,N/A,write a novel,creative_writing,high,creative,high,creative,medium,individual,N/A,N/A,50,months,original,numeric,50,50,months,nof_conv,50.0,36,15.116665918799358,0.9760493001728894,-13.133153096856025,0.3062552212013259
54,-1,direct_help,N/A,N/A,build proficiency in a new language,skill_learning,medium,personal_lifestyle,medium,learning,medium,individual,N/A,N/A,50,months,original,numeric,50,50,months,plain,50.0,48,31.269269340127945,-22.937593691069097,-29.326574063917946,0.1954731812657215
296,-1,direct_help,N/A,N/A,coordinate a disaster relief effort,emergency_response,high,safety,high,coordination,high,multi_agent,N/A,N/A,50,months,original,numeric,50,50,months,plain,50.0,48,32.02816236729733,-1.175109263456596,-29.0394363755182,0.19286853880501972
494,-1,direct_help,N/A,N/A,create a scalable marketplace platform,software_project,high,software,high,project,high,organization,N/A,N/A,50,months,original,numeric,50,50,months,plain,50.0,48,39.098522755301325,-18.851642759715613,-14.139330395387931,0.16203120213965305
758,-1,direct_help,N/A,N/A,create an e-commerce website,software_project,medium,software,medium,project,medium,individual,N/A,N/A,50,months,original,numeric,50,50,months,plain,50.0,48,31.97661930732736,-24.399544425715867,-25.641285954547904,0.16630320520773112
1022,-1,direct_help,N/A,N/A,design an institution for long-term stability and effectiveness,institution_design,high,civilization,high,strategic,high,organization,N/A,N/A,50,months,original,numeric,50,50,months,plain,50.0,48,37.20805406199721,7.124568605918862,-18.160297615565916,0.17234954527892493
1462,-1,direct_help,N/A,N/A,develop a long-term personal investment strategy,investment_strategy,high,business,high,strategic,high,individual,N/A,N/A,50,months,original,numeric,50,50,months,plain,50.0,48,35.818208509063524,-13.224244898262128,-28.973165018750922,0.16485096104052577
1594,-1,direct_help,N/A,N/A,develop a long-term plan for safely containing hazardous materials,hazard_containment,high,safety,high,risk_management,high,organization,N/A,N/A,50,months,original,numeric,50,50,months,plain,50.0,48,39.74652966254914,-2.517700529244927,-28.716610448745346,0.1731548044480715
1814,-1,direct_help,N/A,N/A,develop a process to preserve an organization's records for future teams,knowledge_archive,medium,knowledge_preservation,medium,systems,high,organization,N/A,N/A,50,months,original,numeric,50,50,months,plain,50.0,48,31.707983586244353,-16.543792012406783,-26.225431662880364,0.16350544179272794
2078,-1,direct_help,N/A,N/A,expand a local business to new markets,business_expansion,high,business,high,strategic,high,organization,N/A,N/A,50,months,original,numeric,50,50,months,plain,50.0,48,28.28847559220553,-24.147658490323444,-21.474278454628145,0.17598855387142148
2254,-1,direct_help,N/A,N/A,organize a company-wide knowledge management system,organization_project,high,knowledge_preservation,high,systems,high,organization,N/A,N/A,50,months,original,numeric,50,50,months,plain,50.0,48,33.85057492051436,-18.490151159653326,-21.63535951062742,0.15337310157115966
2474,-1,direct_help,N/A,N/A,organize a wedding for a friend,event_planning,high,personal_lifestyle,high,coordination,medium,multi_agent,N/A,N/A,50,months,original,numeric,50,50,months,plain,50.0,48,23.66253002821174,-7.806501064959523,-34.03590345516009,0.21809101594246463
2826,-1,direct_help,N/A,N/A,plan a move to a new city,relocation,medium,personal_lifestyle,medium,logistical,medium,individual,N/A,N/A,50,months,original,numeric,50,50,months,plain,50.0,48,26.49274090623077,-16.94771981415864,-29.43384019239676,0.19311415359411105
3002,-1,direct_help,N/A,N/A,plan an international trip,travel_planning,medium,personal_lifestyle,medium,logistical,medium,individual,N/A,N/A,50,months,original,numeric,50,50,months,plain,50.0,48,25.099178261712343,-1.325285409460883,-39.11216220268766,0.19838908993836005
3134,-1,direct_help,N/A,N/A,preserve a small folder of important documents,knowledge_archive,low,knowledge_preservation,low,procedural,medium,individual,N/A,N/A,50,months,original,numeric,50,50,months,plain,50.0,48,14.117900997290407,-6.8173687536162575,-51.01861491851395,0.21979893597758304
3288,-1,direct_help,N/A,N/A,renovate an apartment,home_renovation,medium,personal_lifestyle,medium,logistical,medium,multi_agent,N/A,N/A,50,months,original,numeric,50,50,months,plain,50.0,48,26.473130501182233,-24.25858112344167,-30.333784066687944,0.19933244676496695
3596,-1,direct_help,N/A,N/A,train for a marathon,physical_training,medium,personal_lifestyle,medium,training,medium,individual,N/A,N/A,50,months,original,numeric,50,50,months,plain,50.0,48,35.12582099837143,-16.11266072044437,-34.58645836284955,0.22283105483002655
3684,-1,direct_help,N/A,N/A,write a novel,creative_writing,high,creative,high,creative,medium,individual,N/A,N/A,50,months,original,numeric,50,50,months,plain,50.0,48,25.92150056719552,-15.634870409273992,-26.692200111568614,0.21362851748623443
54,-1,direct_help,N/A,N/A,build proficiency in a new language,skill_learning,medium,personal_lifestyle,medium,learning,medium,individual,N/A,N/A,50,months,original,numeric,50,50,months,plain_long,50.0,48,31.163256068442628,-14.367986234530633,-8.917967756829837,0.16188867167896573
